name,ra1,ra2,ra3,dec1,dec2,dec3,vmag
HIP 88899 ,18,8,52.8583,+20,2,43.022,5.1
HIP 85162 ,17,24,13.0926,-44,9,45.006,5.1
HIP 78481 ,16,1,14.346,+17,49,4.893,5.1
HIP 13775 ,2,57,17.2805,+31,56,3.46,5.1
HIP 15737 ,3,22,45.2722,+20,44,31.578,5.1
HIP 113561,23,0,5.1039,+56,56,43.373,5.1
HIP 117689,23,52,6.6938,-82,1,7.564,5.1
HIP 82129 ,16,46,40.0141,-67,6,34.77,5.1
HIP 57613 ,11,48,45.1054,-26,44,59.113,5.1
HIP 64803 ,13,16,53.1112,-31,30,21.876,5.1
HIP 106944,21,39,33.2849,+02,14,37.547,5.1
HIP 94885 ,19,18,32.4888,+01,5,6.308,5.1
HIP 107382,21,45,0.2469,-9,4,56.728,5.1
HIP 94083 ,19,9,9.7485,+76,33,38.856,5.11
HIP 111795,22,38,37.8673,+56,47,44.556,5.11
HIP 6960  ,1,29,36.1002,-21,37,45.648,5.11
HIP 65535 ,13,26,7.639,-39,45,17.874,5.11
HIP 33104 ,6,53,42.2411,+68,53,17.85,5.11
HIP 109973,22,16,26.5686,-41,37,37.927,5.11
HIP 54461 ,11,8,34.0056,-61,56,49.847,5.11
HIP 101983,20,40,2.2664,-60,32,51.034,5.11
HIP 77982 ,15,55,29.6134,-68,36,10.75,5.11
HIP 102693,20,48,28.9996,-43,59,17.777,5.11
HIP 48833 ,9,57,41.1445,+41,3,20.511,5.11
HIP 108317,21,56,39.1441,+63,37,32.039,5.11
HIP 91875 ,18,43,46.9411,-38,19,23.918,5.11
HIP 112242,22,44,5.4855,+41,49,9.218,5.11
HIP 35406 ,7,18,38.1927,-36,44,33.898,5.11
HIP 18213 ,3,53,38.9242,-34,43,56.263,5.11
HIP 23941 ,5,8,43.6667,-4,27,22.487,5.11
HIP 90191 ,18,24,13.8018,+39,30,26.099,5.11
HIP 110391,22,21,35.5755,-21,35,52.888,5.12
HIP 14240 ,3,3,36.9037,-59,44,15.432,5.12
HIP 23794 ,5,6,45.6468,-4,39,18.587,5.12
HIP 62356 ,12,46,38.7533,+16,34,39.537,5.12
HIP 8882  ,1,54,22.0603,-42,29,48.772,5.12
HIP 38373 ,7,51,41.9968,+01,46,0.76,5.12
HIP 34670 ,7,10,47.4987,-48,55,57.277,5.12
HIP 52353 ,10,41,56.7824,+65,42,59.264,5.12
HIP 37664 ,7,43,41.8277,-40,55,59.987,5.12
HIP 35710 ,7,22,2.6884,+36,45,38.296,5.12
HIP 86796 ,17,44,8.7171,-51,50,0.918,5.12
HIP 61468 ,12,35,45.6145,-41,1,19.011,5.12
HIP 101477,20,33,55.0631,-44,30,57.461,5.12
HIP 90806 ,18,31,26.3007,-18,24,9.523,5.12
HIP 46914 ,9,33,44.5599,-49,0,18.336,5.12
HIP 45505 ,9,16,23.0374,-44,15,56.685,5.12
HIP 95951 ,19,30,45.3967,+27,57,55.004,5.12
HIP 89935 ,18,21,1.0176,+28,52,11.407,5.12
HIP 113860,23,3,29.763,-34,44,58.622,5.12
HIP 96327 ,19,35,7.2533,-10,33,37.571,5.12
HIP 53261 ,10,53,34.5188,+54,35,6.548,5.12
HIP 56250 ,11,31,48.8074,-59,30,56.338,5.12
HIP 91105 ,18,35,2.3635,-10,58,37.899,5.12
HIP 97675 ,19,51,1.5002,+10,24,57.794,5.12
HIP 1158  ,0,14,27.5923,-7,46,49.936,5.13
HIP 6061  ,1,17,47.9841,+03,36,52.273,5.13
HIP 104043,21,4,43.0286,-77,1,22.33,5.13
HIP 145   ,0,1,49.4374,-3,1,38.924,5.13
HIP 73826 ,15,5,19.1484,-41,4,2.042,5.13
HIP 41325 ,8,25,54.7872,+07,33,52.304,5.13
HIP 84887 ,17,20,54.2184,+24,29,57.983,5.13
HIP 118234,23,58,55.7235,-52,44,45.443,5.13
HIP 40843 ,8,20,3.8723,+27,13,7.037,5.13
HIP 79653 ,16,15,15.3474,-47,22,18.875,5.13
HIP 11477 ,2,28,1.69,-33,48,39.789,5.13
HIP 26221 ,5,35,16.4661,-5,23,22.906,5.13
HIP 56332 ,11,32,54.1499,-31,5,14.048,5.13
HIP 15890 ,3,24,40.5613,+64,35,9.586,5.13
HIP 76259 ,15,34,37.3095,-28,2,48.866,5.13
HIP 69038 ,14,7,55.7465,+43,51,16.289,5.13
HIP 94302 ,19,11,40.521,+56,51,32.745,5.13
HIP 33779 ,7,0,51.5052,-51,24,9.481,5.14
HIP 37088 ,7,37,16.7306,-4,6,39.681,5.14
HIP 52742 ,10,46,57.4948,-56,45,25.887,5.14
HIP 34105 ,7,4,18.319,-56,44,59.033,5.14
HIP 39567 ,8,5,4.5098,+13,7,6.134,5.14
HIP 32765 ,6,49,54.617,-46,36,55.692,5.14
HIP 17886 ,3,49,32.7024,+33,5,28.973,5.14
HIP 16322 ,3,30,24.4759,+11,20,11.333,5.14
HIP 34033 ,7,3,38.0731,+10,57,6.645,5.14
HIP 102157,20,41,57.0631,-66,45,38.252,5.14
HIP 93163 ,18,58,36.5947,-60,12,2.263,5.14
HIP 25429 ,5,26,19.277,-58,54,45.355,5.14
HIP 94477 ,19,13,42.6995,+02,17,37.369,5.14
HIP 56656 ,11,37,0.8017,-61,17,0.407,5.14
HIP 64906 ,13,18,14.5404,+49,40,55.255,5.14
HIP 28691 ,6,3,27.3603,+19,41,26.197,5.14
HIP 38917 ,7,57,51.7335,-45,34,39.881,5.14
HIP 40285 ,8,13,36.1633,-46,59,29.952,5.14
HIP 56000 ,11,28,35.1072,-42,40,27.185,5.14
HIP 95498 ,19,25,28.5435,+19,47,54.741,5.14
HIP 60221 ,12,20,55.7158,-13,33,56.696,5.14
HIP 59504 ,12,12,11.9132,+77,36,58.293,5.14
HIP 78105 ,15,56,53.4815,-33,57,57.68,5.14
HIP 70012 ,14,19,32.5494,-2,15,55.237,5.14
HIP 38016 ,7,47,30.3367,+33,24,56.76,5.14
HIP 32864 ,6,50,57.0881,+67,34,18.923,5.14
HIP 100122,20,18,39.0698,+34,58,58.024,5.14
HIP 5799  ,1,14,23.967,-7,55,24.601,5.14
HIP 97870 ,19,53,17.3709,+57,31,24.468,5.14
HIP 76307 ,15,35,14.9001,+39,0,36.166,5.14
HIP 84626 ,17,18,0.7168,-24,17,12.778,5.14
HIP 2900  ,0,36,46.471,+44,29,18.635,5.14
HIP 29895 ,6,17,41.7326,-16,48,57.288,5.15
HIP 101984,20,40,2.9585,-18,8,18.983,5.15
HIP 50083 ,10,13,30.6826,-66,22,22.222,5.15
HIP 114520,23,11,44.1948,+08,43,12.46,5.15
HIP 101936,20,39,24.8315,+00,29,11.371,5.15
HIP 47654 ,9,42,57.2385,+72,15,9.666,5.15
HIP 9459  ,2,1,42.4024,-44,42,48.205,5.15
HIP 60320 ,12,22,7.3867,-67,31,19.534,5.15
HIP 56754 ,11,38,7.3719,-61,49,35.597,5.15
HIP 5544  ,1,11,6.7733,+31,25,29.156,5.15
HIP 75761 ,15,28,38.2865,+01,50,31.785,5.15
HIP 102531,20,46,38.8677,+16,7,28.646,5.15
HIP 54360 ,11,7,16.756,-42,38,19.613,5.15
HIP 42834 ,8,43,40.276,-49,49,22.119,5.15
HIP 43531 ,8,51,56.8422,+43,43,35.371,5.15
HIP 72603 ,14,50,41.2637,-15,59,49.532,5.15
HIP 58803 ,12,3,39.3148,-42,26,1.634,5.15
HIP 67244 ,13,46,56.3613,-36,15,6.857,5.15
HIP 74707 ,15,16,4.0316,-41,29,28.115,5.15
HIP 11784 ,2,32,6.1359,+36,8,50.033,5.15
HIP 72197 ,14,46,0.1778,-25,26,34.496,5.15
HIP 98425 ,19,59,55.1951,+37,2,34.39,5.15
HIP 74605 ,15,14,38.0035,+67,20,51.634,5.15
HIP 44857 ,9,8,23.5331,+66,52,24,5.15
HIP 37946 ,7,46,39.2593,+37,31,2.508,5.15
HIP 82073 ,16,45,49.893,+08,34,57.281,5.15
HIP 64078 ,13,7,53.8029,-10,44,25.387,5.15
HIP 67929 ,13,54,42.1964,-1,30,11.057,5.16
HIP 38382 ,7,51,46.3437,-13,53,49.886,5.16
HIP 73776 ,15,4,48.0493,-64,1,52.943,5.16
HIP 31084 ,6,31,23.0197,-12,23,30.873,5.16
HIP 27621 ,5,50,53.2186,-52,6,31.274,5.16
HIP 105570,21,22,53.5818,+06,48,40.008,5.16
HIP 51814 ,10,35,9.6224,+57,4,57.167,5.16
HIP 112935,22,52,23.7665,+09,50,8.006,5.16
HIP 75530 ,15,25,47.4052,+15,25,40.996,5.16
HIP 11060 ,2,22,21.4342,+55,50,44.363,5.16
HIP 44946 ,9,9,21.5339,+22,2,43.61,5.16
HIP 107095,21,41,32.9328,-14,2,48.697,5.16
HIP 90887 ,18,32,21.3068,-39,42,14.074,5.16
HIP 76243 ,15,34,26.5324,-9,11,0,5.16
HIP 1686  ,0,21,7.2259,+37,58,7.318,5.16
HIP 13717 ,2,56,37.4452,-3,42,43.973,5.16
HIP 40429 ,8,15,15.954,-62,54,56.22,5.16
HIP 15404 ,3,18,37.7209,+50,13,20.047,5.16
HIP 12832 ,2,44,57.5074,+12,26,45.482,5.17
HIP 58188 ,11,56,0.9835,-17,9,2.911,5.17
HIP 44093 ,8,58,52.4262,-47,14,5.363,5.17
HIP 59151 ,12,7,50.0882,-75,22,1.434,5.17
HIP 95447 ,19,24,57.7703,+11,56,34.264,5.17
HIP 63210 ,12,57,4.3805,-51,11,55.378,5.17
HIP 44143 ,8,59,24.381,-59,5,3.829,5.17
HIP 104085,21,5,14.2332,-54,43,37.021,5.17
HIP 2381  ,0,30,22.6712,-23,47,15.771,5.17
HIP 5336  ,1,8,12.9211,+54,55,27.22,5.17
HIP 93815 ,19,6,19.9246,-52,20,26.268,5.17
HIP 95556 ,19,26,9.1239,+36,19,4.313,5.17
HIP 3909  ,0,50,7.7244,-10,38,37.574,5.17
HIP 60514 ,12,24,18.5397,+26,5,55.008,5.17
HIP 20507 ,4,23,40.8804,-3,44,43.197,5.17
HIP 87563 ,17,53,18.0218,+40,0,28.213,5.17
HIP 38211 ,7,49,41.1682,-17,13,41.243,5.17
HIP 117629,23,51,21.3218,-18,54,32.957,5.17
HIP 96459 ,19,36,38.0547,+44,41,42.678,5.17
HIP 61910 ,12,41,16.0234,-13,0,50.113,5.17
HIP 12273 ,2,38,2.0881,+72,49,5.573,5.17
HIP 104963,21,15,37.8905,-20,39,6.086,5.17
HIP 35951 ,7,24,40.1904,-16,12,5.125,5.18
HIP 117315,23,47,15.9876,-50,13,35.055,5.18
HIP 107230,21,43,4.1256,+72,19,12.657,5.18
HIP 8016  ,1,42,55.7289,+70,37,21.212,5.18
HIP 92646 ,18,52,39.6062,-52,6,25.696,5.18
HIP 55779 ,11,25,43.5642,-63,58,20.337,5.18
HIP 25918 ,5,31,52.6618,-76,20,29.988,5.18
HIP 40943 ,8,21,21.0494,-36,29,3.097,5.18
HIP 96665 ,19,39,11.6402,+05,23,52.017,5.18
HIP 97630 ,19,50,33.9864,+38,43,19.784,5.18
HIP 41296 ,8,25,31.3392,-51,43,38.845,5.18
HIP 42504 ,8,39,57.6226,-53,3,17.215,5.18
HIP 22833 ,4,54,46.9066,+11,25,33.504,5.18
HIP 1708  ,0,21,31.1763,-28,58,52.662,5.18
HIP 99853 ,20,15,30.2372,+23,30,32.121,5.18
HIP 2225  ,0,28,13.5851,+44,23,40.161,5.18
HIP 19171 ,4,6,36.398,+27,36,0.091,5.18
HIP 26640 ,5,39,44.1926,+25,53,49.736,5.18
HIP 101260,20,31,30.3989,+74,57,16.774,5.18
HIP 27204 ,5,45,59.8929,-32,18,22.968,5.18
HIP 52469 ,10,43,33.1174,+46,12,14.535,5.18
HIP 45333 ,9,14,20.5512,+61,25,24.222,5.18
HIP 55137 ,11,17,17.3682,+02,0,39.251,5.18
HIP 69373 ,14,12,4.0535,+69,25,57.607,5.18
HIP 24197 ,5,11,41.5614,+16,2,44.368,5.18
HIP 73036 ,14,55,34.7076,-60,6,50.009,5.18
HIP 33682 ,6,59,50.5779,-67,55,1.243,5.18
HIP 80874 ,16,30,49.3735,-61,38,0.533,5.19
HIP 42425 ,8,39,5.1283,-70,23,11.948,5.19
HIP 103294,20,55,36.679,+13,43,17.63,5.19
HIP 115125,23,19,6.37,-13,27,17,5.19
HIP 51362 ,10,29,28.7307,-2,44,20.569,5.19
HIP 30717 ,6,27,13.7597,+00,17,57.359,5.19
HIP 64792 ,13,16,46.7134,+09,25,25.295,5.19
HIP 77277 ,15,46,39.9546,+62,35,58.9,5.19
HIP 85312 ,17,26,0.0292,-50,38,0.715,5.19
HIP 39070 ,7,59,37.5463,-60,35,13.519,5.19
HIP 43352 ,8,49,51.501,-32,46,49.469,5.19
HIP 11072 ,2,22,32.421,-23,48,58.736,5.19
HIP 73945 ,15,6,37.6183,-16,15,24.34,5.19
HIP 99738 ,20,14,14.5211,+28,41,41.509,5.19
HIP 28744 ,6,4,13.5035,-6,42,32.221,5.19
HIP 111797,22,38,39.0546,+63,35,4.276,5.19
HIP 11220 ,2,24,24.894,+50,0,23.879,5.19
HIP 56583 ,11,36,2.6158,+69,19,23.735,5.19
HIP 23840 ,5,7,34.0111,-63,23,58.453,5.19
HIP 105268,21,19,22.2131,+64,52,18.632,5.19
HIP 115404,23,22,39.1007,-15,2,21.768,5.19
HIP 35146 ,7,15,55.0199,+59,38,17.144,5.2
HIP 42679 ,8,41,56.9135,-45,24,38.614,5.2
HIP 115126,23,19,6.5091,-13,27,30.393,5.2
HIP 27971 ,5,54,57.8251,+59,53,18.284,5.2
HIP 21296 ,4,34,11.6418,-8,13,52.894,5.2
HIP 90441 ,18,27,12.51,+00,11,46.067,5.2
HIP 42540 ,8,40,19.2171,-40,15,50.016,5.2
HIP 57047 ,11,41,43.9524,-32,29,57.561,5.2
HIP 93017 ,18,57,1.4695,+32,54,5.845,5.2
HIP 36238 ,7,27,44.3944,+21,26,43.975,5.2
HIP 30932 ,6,29,28.5397,-56,51,10.24,5.2
HIP 32104 ,6,42,24.3226,+17,38,43.851,5.2
HIP 29650 ,6,14,50.9359,+19,9,24.802,5.2
HIP 93917 ,19,7,25.4955,+32,30,5.977,5.2
HIP 2355  ,0,30,7.3358,+29,45,6.104,5.2
HIP 33927 ,7,2,24.7846,+24,12,55.607,5.2
HIP 34081 ,7,4,2.8079,-42,20,14.832,5.2
HIP 39961 ,8,9,35.923,-44,7,22.005,5.2
HIP 92226 ,18,47,44.5995,-40,24,22.038,5.2
HIP 104214,21,6,50.835,+38,44,29.38,5.2
HIP 2762  ,0,35,14.6409,-3,35,33.928,5.2
HIP 104174,21,6,24.6812,-32,20,29.899,5.2
HIP 80197 ,16,22,21.4215,+33,47,56.921,5.2
HIP 63901 ,13,5,44.4624,+35,47,55.866,5.2
HIP 19949 ,4,16,43.105,+53,36,42.491,5.2
HIP 60189 ,12,20,33.7107,-22,12,57.002,5.2
HIP 68269 ,13,58,31.1781,-24,58,19.839,5.2
HIP 32064 ,6,41,56.3663,-9,10,2.729,5.21
HIP 66098 ,13,32,58.0912,-10,9,53.668,5.21
HIP 30457 ,6,24,10.3532,-11,31,48.035,5.21
HIP 12484 ,2,40,39.5799,-54,32,59.727,5.21
HIP 5300  ,1,7,47.8253,-41,29,12.967,5.21
HIP 5737  ,1,13,43.8024,+07,34,31.76,5.21
HIP 85079 ,17,23,16.081,-47,28,5.354,5.21
HIP 64725 ,13,15,58.5822,-19,56,34.161,5.21
HIP 111449,22,34,41.4987,-20,42,28.294,5.21
HIP 19205 ,4,7,0.5174,+29,0,4.635,5.21
HIP 30679 ,6,26,48.8792,+58,25,2.688,5.21
HIP 55756 ,11,25,29.531,-36,3,47.179,5.21
HIP 28296 ,5,58,49.581,+00,33,10.705,5.21
HIP 77578 ,15,50,17.5293,+02,11,47.85,5.21
HIP 43970 ,8,57,14.9129,+15,19,21.782,5.22
HIP 54767 ,11,12,45.2706,-64,10,11.219,5.22
HIP 38020 ,7,47,31.5098,-46,36,30.634,5.22
HIP 23734 ,5,6,8.4597,+58,58,20.607,5.22
HIP 21547 ,4,37,36.1066,-2,28,24.212,5.22
HIP 13874 ,2,58,42.0936,-2,46,57.806,5.22
HIP 82216 ,16,47,46.4312,+05,14,48.624,5.22
HIP 36265 ,7,28,2.0767,+06,56,31.477,5.22
HIP 19799 ,4,14,36.238,+10,0,41.181,5.22
HIP 72290 ,14,47,1.3106,-52,22,59.944,5.22
HIP 31119 ,6,31,48.2884,+11,32,39.636,5.22
HIP 70035 ,14,19,51.7038,-61,16,21.926,5.22
HIP 92390 ,18,49,40.1074,-20,19,29.065,5.22
HIP 39061 ,7,59,28.4252,-39,17,48.616,5.22
HIP 92405 ,18,49,52.9249,+32,33,3.919,5.22
HIP 58684 ,12,2,7.0631,+43,2,43.674,5.22
HIP 116076,23,31,17.1975,+39,14,11.046,5.22
HIP 95260 ,19,22,50.885,+26,15,44.747,5.22
HIP 3505  ,0,44,44.4373,-22,0,22.797,5.22
HIP 32562 ,6,47,39.5807,+48,47,22.059,5.22
HIP 33878 ,7,1,56.393,-5,43,19.493,5.22
HIP 25048 ,5,21,48.4052,+41,48,16.788,5.22
HIP 62267 ,12,45,37.1221,+07,40,23.933,5.22
HIP 9763  ,2,5,31.5778,+76,6,54.397,5.22
HIP 98583 ,20,1,28.5317,+64,49,15.616,5.22
HIP 106093,21,29,26.9131,+46,32,25.194,5.22
HIP 55831 ,11,26,35.4345,-61,6,54.617,5.22
HIP 94068 ,19,8,59.9175,+06,4,24.23,5.23
HIP 82730 ,16,54,35.7115,-6,9,14.144,5.23
HIP 39970 ,8,9,43.1596,-47,56,13.979,5.23
HIP 14456 ,3,6,33.4881,-6,5,18.752,5.23
HIP 44798 ,9,7,44.8244,+10,40,5.575,5.23
HIP 35907 ,7,24,8.4708,+40,40,20.786,5.23
HIP 52701 ,10,46,29.611,-64,15,47.75,5.23
HIP 82493 ,16,51,33.7221,-41,13,49.918,5.23
HIP 53252 ,10,53,29.4816,-20,8,17.341,5.23
HIP 44337 ,9,1,44.5732,-52,11,19.386,5.23
HIP 10306 ,2,12,47.9838,+21,12,39.539,5.23
HIP 43834 ,8,55,39.6888,+27,55,39.226,5.23
HIP 98636 ,20,2,1.3741,+24,56,16.345,5.23
HIP 76939 ,15,42,38.3523,-37,25,29.627,5.23
HIP 6315  ,1,21,7.3539,+28,44,18.203,5.23
HIP 86036 ,17,34,59.2508,+61,52,32.993,5.23
HIP 63076 ,12,55,28.5551,+65,26,18.771,5.23
HIP 79607 ,16,14,41.0408,+33,51,31.767,5.23
HIP 48926 ,9,58,52.34,-35,53,27.359,5.23
HIP 72357 ,14,47,44.7812,-26,5,14.928,5.23
HIP 44154 ,8,59,32.6846,+32,25,7.116,5.23
HIP 32292 ,6,44,28.469,-31,4,13.936,5.23
HIP 26268 ,5,35,39.4851,-4,51,21.91,5.24
HIP 17457 ,3,44,30.508,-1,9,47.082,5.24
HIP 21297 ,4,34,11.7917,-8,58,11.946,5.24
HIP 45527 ,9,16,41.7218,-6,21,11.358,5.24
HIP 80620 ,16,27,43.4569,-7,35,51.202,5.24
HIP 103571,20,59,5.1769,+04,17,41.912,5.24
HIP 80843 ,16,30,33.6042,+20,28,45.645,5.24
HIP 36641 ,7,32,5.9502,+01,54,52.136,5.24
HIP 98174 ,19,57,6.2834,-58,54,4.735,5.24
HIP 56779 ,11,38,27.6096,+08,8,3.42,5.24
HIP 107128,21,42,0.6389,-23,15,45.452,5.24
HIP 3949  ,0,50,41.1281,-50,59,12.927,5.24
HIP 112529,22,47,33.1875,-19,36,46.348,5.24
HIP 45344 ,9,14,24.5048,-43,13,39.079,5.24
HIP 90200 ,18,24,18.2408,-44,6,36.725,5.24
HIP 16803 ,3,36,17.3922,-17,28,1.348,5.24
HIP 101923,20,39,16.3163,-14,57,16.964,5.24
HIP 17954 ,3,50,18.9148,+25,34,46.735,5.24
HIP 7981  ,1,42,29.9498,+20,16,12.543,5.24
HIP 64348 ,13,11,23.3075,-43,22,6.619,5.24
HIP 950   ,0,11,43.8881,-35,8,0.226,5.24
HIP 35393 ,7,18,33.5199,-39,12,37.105,5.24
HIP 32480 ,6,46,44.339,+43,34,37.289,5.24
HIP 25197 ,5,23,27.8265,+57,32,40.313,5.24
HIP 42334 ,8,37,52.1684,-26,15,17.892,5.24
HIP 73909 ,15,6,16.6691,+54,33,22.633,5.24
HIP 14043 ,3,0,52.184,+52,21,6.472,5.24
HIP 117089,23,44,12.0622,-18,16,36.943,5.24
HIP 109572,22,11,48.5151,+56,50,20.552,5.24
HIP 20384 ,4,21,53.2158,-63,23,12.535,5.24
HIP 17717 ,3,47,39.6203,-23,52,29.265,5.24
HIP 15371 ,3,18,11.137,-62,30,28.567,5.24
HIP 79540 ,16,13,50.9085,-11,50,15.8,5.24
HIP 25202 ,5,23,30.1558,-13,55,38.459,5.25
HIP 86305 ,17,38,5.5663,-54,30,0.253,5.25
HIP 92056 ,18,45,46.7566,+74,5,7.273,5.25
HIP 50414 ,10,17,37.8966,-8,4,8.116,5.25
HIP 113864,23,3,32.8483,+67,12,33.066,5.25
HIP 13141 ,2,49,1.3669,-62,48,23.731,5.25
HIP 37921 ,7,46,16.2191,+10,46,5.921,5.25
HIP 88331 ,18,2,23.0497,+20,50,1.134,5.25
HIP 90067 ,18,22,48.9957,+17,49,35.678,5.25
HIP 31165 ,6,32,21.3331,-37,41,47.45,5.25
HIP 76534 ,15,37,49.551,+40,21,11.837,5.25
HIP 104738,21,13,2.9275,-39,25,28.718,5.25
HIP 31688 ,6,37,47.5437,-32,20,23.606,5.25
HIP 10559 ,2,15,56.2951,+33,21,32.313,5.25
HIP 7955  ,1,42,8.6456,-32,19,36.687,5.25
HIP 93903 ,19,7,18.1295,+36,6,0.603,5.25
HIP 39487 ,8,4,16.1934,-32,40,29.449,5.25
HIP 51502 ,10,31,5.0206,+82,33,30.736,5.25
HIP 112031,22,41,28.6515,+40,13,31.667,5.25
HIP 27386 ,5,48,0.2318,+06,27,15.157,5.26
HIP 80161 ,16,21,48.7414,+69,6,33.902,5.26
HIP 48883 ,9,58,13.3909,+12,26,41.422,5.26
HIP 56573 ,11,35,55.5558,-47,38,29.473,5.26
HIP 20266 ,4,20,40.3649,+65,8,25.63,5.26
HIP 108924,22,3,52.93,+63,7,11.204,5.26
HIP 20261 ,4,20,36.2447,+15,5,43.813,5.26
HIP 45631 ,9,18,5.8904,-51,3,3.223,5.26
HIP 49698 ,10,8,42.8378,-65,48,55.917,5.26
HIP 14293 ,3,4,16.4772,-7,36,3.238,5.26
HIP 53154 ,10,52,30.8527,-57,14,25.492,5.26
HIP 76425 ,15,36,29.5519,+10,0,37.638,5.26
HIP 56975 ,11,40,47.1056,+21,21,10.229,5.26
HIP 67703 ,13,52,4.9,-52,48,41.269,5.26
HIP 45328 ,9,14,18.0246,-55,34,10.924,5.26
HIP 13165 ,2,49,17.5577,+17,27,51.64,5.26
HIP 75828 ,15,29,24.2762,-46,43,57.687,5.26
HIP 31434 ,6,35,12.0618,+28,1,20.438,5.26
HIP 93256 ,18,59,45.4286,+26,13,49.555,5.26
HIP 69068 ,14,8,17.356,+49,27,28.874,5.26
HIP 58082 ,11,54,42.5078,-25,42,50.639,5.26
HIP 116957,23,42,27.8133,-15,26,52.713,5.27
HIP 57477 ,11,46,55.6086,+55,37,41.764,5.27
HIP 48682 ,9,55,43.0057,+49,49,11.262,5.27
HIP 51313 ,10,28,52.597,-64,10,20.225,5.27
HIP 62027 ,12,42,50.2828,-63,3,31.018,5.27
HIP 83431 ,17,3,8.7093,-53,14,11.855,5.27
HIP 42129 ,8,35,15.5798,-58,13,29.147,5.27
HIP 20641 ,4,25,24.9446,+22,12,0.405,5.27
HIP 50070 ,10,13,22.8816,-51,13,58.576,5.27
HIP 36760 ,7,33,36.499,+15,49,36.093,5.27
HIP 32537 ,6,47,21.4068,-37,55,46.821,5.27
HIP 83313 ,17,1,36.3593,+33,34,5.769,5.27
HIP 65581 ,13,26,43.2445,-12,42,27.405,5.27
HIP 15627 ,3,21,13.6109,+21,8,49.706,5.27
HIP 30073 ,6,19,42.8009,-7,49,22.477,5.27
HIP 107843,21,50,54.2485,-82,43,7.766,5.27
HIP 99968 ,20,16,55.284,+40,21,54.287,5.27
HIP 6999  ,1,30,6.102,+47,0,26.558,5.27
HIP 10320 ,2,12,54.4601,-30,43,25.833,5.27
HIP 11757 ,2,31,40.1208,-79,6,33.299,5.27
HIP 109005,22,5,0.4797,+62,47,7.906,5.27
HIP 11738 ,2,31,30.0823,+02,16,1.945,5.27
HIP 93203 ,18,59,5.7288,+13,37,21.175,5.27
HIP 109693,22,13,10.1745,+86,6,28.284,5.27
HIP 72929 ,14,54,20.1362,-24,38,31.687,5.27
HIP 9727  ,2,5,7.0534,+77,16,53.244,5.27
HIP 80057 ,16,20,26.8638,-78,40,2.714,5.27
HIP 80645 ,16,27,57.2741,-64,3,28.819,5.28
HIP 45455 ,9,15,49.8085,+56,44,29.319,5.28
HIP 32492 ,6,46,51.0938,-14,25,33.584,5.28
HIP 22040 ,4,44,21.1192,-59,43,58.226,5.28
HIP 45581 ,9,17,25.2113,-74,53,39.805,5.28
HIP 30953 ,6,29,49.1268,-50,14,20.252,5.28
HIP 23871 ,5,7,48.4286,+20,25,6.437,5.28
HIP 7650  ,1,38,30.9411,+73,2,24.259,5.28
HIP 57371 ,11,45,44.0036,-45,41,24.524,5.28
HIP 74596 ,15,14,29.2052,+29,9,51.213,5.28
HIP 43142 ,8,47,15.0077,-1,53,49.415,5.28
HIP 110618,22,24,34.3908,-72,15,13.586,5.28
HIP 94834 ,19,17,48.9984,+11,35,43.409,5.28
HIP 41003 ,8,22,4.5219,-73,24,0.212,5.28
HIP 91014 ,18,33,57.7648,-33,0,59.517,5.28
HIP 98103 ,19,56,14.2327,+11,25,25.355,5.28
HIP 27364 ,5,47,42.9048,+13,53,58.674,5.28
HIP 58587 ,12,0,51.17,-19,39,32.395,5.28
HIP 85389 ,17,26,51.9835,-45,50,34.666,5.28
HIP 100195,20,19,23.5992,-19,7,6.624,5.28
HIP 32921 ,6,51,33.0498,+21,45,40.434,5.28
HIP 60122 ,12,19,48.7231,+48,59,2.875,5.28
HIP 117218,23,46,0.8422,-18,40,42.129,5.28
HIP 18788 ,4,1,32.0339,-1,32,58.655,5.28
HIP 26460 ,5,37,44.6431,-28,41,23.258,5.28
HIP 96957 ,19,42,34.0073,+11,49,35.79,5.28
HIP 81437 ,16,38,0.4593,+56,0,55.4,5.28
HIP 18453 ,3,56,36.4358,+50,41,44.49,5.28
HIP 29048 ,6,7,41.6302,-19,9,57.615,5.28
HIP 47300 ,9,38,21.7868,+40,14,23.161,5.28
HIP 105898,21,26,51.57,+48,50,6.379,5.29
HIP 69612 ,14,14,50.8625,+10,6,3.635,5.29
HIP 22287 ,4,48,0.2167,+56,45,27.141,5.29
HIP 24873 ,5,19,59.0308,-12,18,56.176,5.29
HIP 20704 ,4,26,6.2574,+31,26,21.144,5.29
HIP 108991,22,4,47.4339,0,54,22.464,5.29
HIP 19719 ,4,13,33.1062,+07,42,57.723,5.29
HIP 11021 ,2,21,56.635,+00,23,44.491,5.29
HIP 107472,21,46,4.3586,+22,56,55.988,5.29
HIP 10793 ,2,18,56.9888,+28,38,33.627,5.29
HIP 92824 ,18,54,47.6484,-87,36,19.854,5.29
HIP 106327,21,32,5.8611,-41,10,45.611,5.29
HIP 27947 ,5,54,50.1085,-52,38,9.862,5.29
HIP 60904 ,12,28,54.7178,+25,54,46.397,5.29
HIP 814   ,0,10,2.269,-82,13,26.391,5.29
HIP 35427 ,7,18,51.2791,-26,35,9.135,5.29
HIP 89439 ,18,15,12.9055,-20,43,41.76,5.29
